Documentation and Testing,repo_name,issue_file,Additional Context and Supporting Information,Issue/Problem Description,Proposed Solutions and Suggestions,Related Issues and References,Severity and Impact Assessment,Submission Guidelines and Formatting,Collaboration and Review,Log/Debugging Information,Greeting and Introduction
0.04293954744935036,ossu/computer-science,request-for-comment-template.md,0.15830062329769135,0.3775077164173126,0.1551637202501297,0.05540129169821739,0.05335259065032005,0.03169337287545204,0.03939177468419075,0.03709547221660614,0.04915394261479378
0.05236683785915375,ytdl-org/youtube-dl,1_broken_site.md,0.2614109218120575,0.18478047847747803,0.15194277465343475,0.04785163700580597,0.043914973735809326,0.05876918137073517,0.032154396176338196,0.1349276751279831,0.03188110888004303
0.06502816081047058,ytdl-org/youtube-dl,2_site_support_request.md,0.24047082662582397,0.21767860651016235,0.07344632595777512,0.07456035166978836,0.05877857655286789,0.07892490923404694,0.06119731813669205,0.07761257886886597,0.052302341908216476
0.05028768256306648,ytdl-org/youtube-dl,3_site_feature_request.md,0.40554729104042053,0.10184811055660248,0.16436578333377838,0.05121542140841484,0.046612609177827835,0.06067504361271858,0.046616945415735245,0.0309480931609869,0.04188301041722298
0.04799691587686539,ytdl-org/youtube-dl,4_bug_report.md,0.24401628971099854,0.18485130369663239,0.10542375594377518,0.06129692494869232,0.03616367653012276,0.05285948887467384,0.02528371661901474,0.2125919759273529,0.02951596863567829
0.05457931011915207,ytdl-org/youtube-dl,5_feature_request.md,0.3218875825405121,0.12534096837043762,0.13442416489124298,0.05977300554513931,0.06424849480390549,0.06671455502510071,0.06383108347654343,0.054033756256103516,0.05516711622476578
0.09913571178913116,ytdl-org/youtube-dl,6_question.md,0.18142887949943542,0.16347941756248474,0.09493491053581238,0.08442648500204086,0.067960225045681,0.09893305599689484,0.0855175331234932,0.06774082034826279,0.05644294247031212
0.0380358062684536,labuladong/fucking-algorithm,others.md,0.26804837584495544,0.19040729105472565,0.10622873902320862,0.06263041496276855,0.07232151925563812,0.05181717127561569,0.07121261954307556,0.07199276983737946,0.06730536371469498
0.07019428163766861,labuladong/fucking-algorithm,translate.md,0.13009688258171082,0.08524250984191895,0.09813104569911957,0.19090871512889862,0.09231734275817871,0.0698196068406105,0.08910822123289108,0.07437518239021301,0.09980623424053192
0.07247162610292435,golang/go,00-bug.md,0.24728351831436157,0.18205536901950836,0.1713661104440689,0.06304536759853363,0.05403920263051987,0.06255753338336945,0.056734949350357056,0.05457950010895729,0.03586680069565773
0.08249950408935547,golang/go,01-pkgsite.md,0.20843496918678284,0.18611159920692444,0.12333379685878754,0.06418683379888535,0.07146327942609787,0.08684231340885162,0.060353390872478485,0.07423703372478485,0.04253728687763214
0.05516752973198891,golang/go,02-pkgsite-removal.md,0.22279974818229675,0.12726865708827972,0.1607641577720642,0.0941615030169487,0.06778402626514435,0.07468688488006592,0.07534142583608627,0.05520603433251381,0.06682007759809494
0.12407110631465912,golang/go,03-gopls.md,0.18568147718906403,0.13836821913719177,0.16970756649971008,0.06923196464776993,0.05227699130773544,0.056664835661649704,0.0546153225004673,0.11949276924133301,0.029889751225709915
0.06935872882604599,golang/go,04-vuln.md,0.17798130214214325,0.1696481555700302,0.1318807452917099,0.08564198017120361,0.08418972045183182,0.0745309516787529,0.07734527438879013,0.07203312963247299,0.057390037924051285
0.04353669658303261,golang/go,10-proposal.md,0.3085585832595825,0.06757479161024094,0.17464663088321686,0.09214405715465546,0.062627412378788,0.06195317953824997,0.08533844351768494,0.057176027446985245,0.046444106847047806
0.03976133093237877,golang/go,11-language-change.md,0.2413063943386078,0.09736702591180801,0.32914289832115173,0.09251373261213303,0.048539046198129654,0.037814561277627945,0.04573604464530945,0.033932849764823914,0.03388618677854538
0.011756259948015213,practical-tutorials/project-based-learning,Bug_report.md,0.17515775561332703,0.12028173357248306,0.6035329699516296,0.029973533004522324,0.009186717681586742,0.00746721588075161,0.011133348569273949,0.009126707911491394,0.022383587434887886
0.014590528793632984,practical-tutorials/project-based-learning,Feature_request.md,0.28227710723876953,0.09809014201164246,0.4474758505821228,0.06288410723209381,0.011680771596729755,0.010619188658893108,0.026716748252511024,0.014321458525955677,0.03134399652481079
0.08335597813129425,facebook/create-react-app,bug_report.md,0.11042585223913193,0.08407037705183029,0.11116151511669159,0.08833293616771698,0.14048126339912415,0.07226727157831192,0.10658138990402222,0.10769388824701309,0.09562952071428299
0.02755751647055149,facebook/create-react-app,proposal.md,0.33412063121795654,0.23073504865169525,0.15799248218536377,0.11405049264431,0.029196850955486298,0.019734228029847145,0.031182650476694107,0.023653678596019745,0.03177647292613983
0.062234845012426376,facebook/create-react-app,question.md,0.3432095944881439,0.05914873629808426,0.07871785759925842,0.0567907840013504,0.07299098372459412,0.05574677512049675,0.08936839550733566,0.09809072315692902,0.08370133489370346
0.053206201642751694,huggingface/transformers,i18n.md,0.17553742229938507,0.10064921528100967,0.07625146210193634,0.08751188218593597,0.06559955328702927,0.12187064439058304,0.1191558688879013,0.08462448418140411,0.11559323966503143
0.05888400599360466,microsoft/TypeScript,Bug_report.md,0.31644758582115173,0.1160343736410141,0.10055775195360184,0.11575571447610855,0.062258459627628326,0.05639678239822388,0.05767257511615753,0.0637839213013649,0.05220882222056389
0.03456161171197891,microsoft/TypeScript,Feature_request.md,0.2404499053955078,0.13835927844047546,0.2577758729457855,0.07298481464385986,0.054131221026182175,0.05015603452920914,0.056737370789051056,0.04485784098505974,0.0499861054122448
0.10317140817642212,microsoft/TypeScript,lib_change.md,0.1607474386692047,0.1382746398448944,0.10765213519334793,0.12365765869617462,0.07412733137607574,0.0594559945166111,0.09308385848999023,0.0751575231552124,0.06467201560735703
0.04477660730481148,microsoft/TypeScript,types-not-correct-in-with-callback.md,0.2840999662876129,0.17400026321411133,0.07016752660274506,0.1484014093875885,0.048575375229120255,0.03279908746480942,0.033427007496356964,0.14088955521583557,0.02286316268146038
0.06086775287985802,microsoft/terminal,Documentation_Issue.md,0.28146299719810486,0.2713301479816437,0.11057902872562408,0.042912159115076065,0.05986090004444122,0.04143066704273224,0.06264599412679672,0.04668661952018738,0.022223783656954765
0.05855988711118698,microsoft/terminal,Feature_Request.md,0.14678236842155457,0.2675919532775879,0.11988349258899689,0.07778149843215942,0.060785941779613495,0.07617609202861786,0.06812336295843124,0.05680721625685692,0.06750817596912384
0.060577522963285446,tensorflow/models,00-official-bug-report-issue.md,0.21873238682746887,0.14100033044815063,0.07614807039499283,0.10635058581829071,0.053123120218515396,0.12138973921537399,0.055288948118686676,0.1230471134185791,0.04434216767549515
0.05898477882146835,tensorflow/models,10-official-documentation-issue.md,0.2076171189546585,0.3219839930534363,0.08502686768770218,0.09639368951320648,0.028589662164449692,0.08205213397741318,0.04058035463094711,0.03475330397486687,0.044018086045980453
0.057586852461099625,tensorflow/models,20-official-feature-request-issue.md,0.23308297991752625,0.1602276712656021,0.12812626361846924,0.13278153538703918,0.04124924913048744,0.10165656358003616,0.042791303247213364,0.041752371937036514,0.06074516475200653
0.060246776789426804,tensorflow/models,30-research-bug-report-issue.md,0.22126328945159912,0.14118938148021698,0.07571011036634445,0.10543916374444962,0.053008899092674255,0.12037532776594162,0.05570007488131523,0.12302268296480179,0.044044386595487595
0.06303663551807404,tensorflow/models,40-research-documentation-issue.md,0.19955570995807648,0.32374003529548645,0.08463289588689804,0.09317029267549515,0.029010124504566193,0.08518204838037491,0.04002033546566963,0.03446481376886368,0.04718716815114021
0.06030728667974472,tensorflow/models,50-research-feature-request-issue.md,0.22517098486423492,0.16251979768276215,0.12684981524944305,0.12933944165706635,0.04158597066998482,0.10686470568180084,0.044379305094480515,0.04169510304927826,0.06128767505288124
0.05041438713669777,tensorflow/models,60-questions-help-issue.md,0.24599036574363708,0.11937370151281357,0.11945460736751556,0.08658263087272644,0.09788299351930618,0.05252797156572342,0.09396159648895264,0.0708470493555069,0.06296473741531372
0.08086011558771133,microsoft/Web-Dev-For-Beginners,bug_report.md,0.2122444063425064,0.22402608394622803,0.07811790704727173,0.06238746643066406,0.07086009532213211,0.0760117694735527,0.0894363522529602,0.0649818629026413,0.04107389599084854
0.044222425669431686,microsoft/Web-Dev-For-Beginners,feature_request.md,0.2547121047973633,0.23371589183807373,0.14536695182323456,0.1169951856136322,0.03351205587387085,0.04956619068980217,0.03894363343715668,0.038296282291412354,0.044669222086668015
0.04959118366241455,microsoft/Web-Dev-For-Beginners,translations_checklist.md,0.2629149258136749,0.05754817649722099,0.13445597887039185,0.24796287715435028,0.04292122274637222,0.049891289323568344,0.046023737639188766,0.034321531653404236,0.07436901330947876
0.025732900947332382,pytorch/pytorch,ci-sev.md,0.3732132613658905,0.21521787345409393,0.11491316556930542,0.03560890629887581,0.12750789523124695,0.01614203117787838,0.03795129805803299,0.03603644669055939,0.01767621375620365
0.043399810791015625,pytorch/pytorch,disable-ci-jobs.md,0.4244913160800934,0.17285029590129852,0.10004575550556183,0.060035157948732376,0.0446220263838768,0.039439693093299866,0.04026830568909645,0.049072444438934326,0.02577531896531582
0.038162291049957275,webpack/webpack,Bug_report.md,0.39533814787864685,0.1615980714559555,0.13339363038539886,0.09312907606363297,0.027103550732135773,0.038222406059503555,0.038207072764635086,0.0330052375793457,0.04184053838253021
0.043829165399074554,webpack/webpack,Feature_request.md,0.24913372099399567,0.12415037304162979,0.24269059300422668,0.09836756438016891,0.04519182816147804,0.04434346407651901,0.0549151785671711,0.04101599380373955,0.05636220425367355
0.04465486481785774,webpack/webpack,Other.md,0.2664817273616791,0.10320186614990234,0.13934381306171417,0.03560129553079605,0.09037735313177109,0.11263345927000046,0.10003542900085449,0.05360014736652374,0.05407009646296501
0.07861460000276566,pallets/flask,bug-report.md,0.16508826613426208,0.19285133481025696,0.1637306958436966,0.12861846387386322,0.06501935422420502,0.05843532085418701,0.04892188310623169,0.07088316231966019,0.027836918830871582
0.015246975235641003,pallets/flask,feature-request.md,0.7052668929100037,0.14525005221366882,0.04902825504541397,0.02425333857536316,0.015083597041666508,0.010911134071648121,0.012644530273973942,0.013008673675358295,0.009306492283940315
0.07855787873268127,apple/swift,bug_report.md,0.16708415746688843,0.2732353210449219,0.12573814392089844,0.12803195416927338,0.06211619824171066,0.04165834188461304,0.04137951135635376,0.050050556659698486,0.03214791789650917
0.05494382232427597,apple/swift,feature_request.md,0.15791554749011993,0.1783110648393631,0.12468931078910828,0.1337866187095642,0.0635545626282692,0.07738393545150757,0.11089563369750977,0.049448344856500626,0.04907120764255524
0.06604618579149246,jaywcjlove/awesome-mac,Bug_report.md,0.15392722189426422,0.2720973491668701,0.08956278860569,0.07679404318332672,0.0788920521736145,0.07046300172805786,0.08733471482992172,0.06303144246339798,0.04185115918517113
0.0632627084851265,jaywcjlove/awesome-mac,Feature_request.md,0.21973390877246857,0.2561432719230652,0.12246524542570114,0.11452342569828033,0.04506717249751091,0.04444577172398567,0.05471813306212425,0.04213964566588402,0.03750066086649895
0.08028724789619446,jaywcjlove/awesome-mac,NEW_ADDITION_TO_LIST.md,0.2736816704273224,0.1630702167749405,0.13150228559970856,0.07853197306394577,0.048102036118507385,0.06570443511009216,0.061634622514247894,0.04649670794606209,0.05098884552717209
0.04084664210677147,jaywcjlove/awesome-mac,REMOVE_ITEM_FROM_LIST.md,0.4294832646846771,0.14613816142082214,0.10002832114696503,0.05750669911503792,0.04650358483195305,0.05117588862776756,0.04812585934996605,0.03922225162386894,0.04096931219100952
0.08845208585262299,coder/code-server,doc.md,0.1146743968129158,0.0375710166990757,0.40947994589805603,0.045747309923172,0.04731655865907669,0.04544204846024513,0.12310127168893814,0.04606372490525246,0.042151711881160736
0.03661540150642395,coder/code-server,feature-request.md,0.20096904039382935,0.054165083914995193,0.43139153718948364,0.08978406339883804,0.03240161016583443,0.032780978828668594,0.03948015719652176,0.04125140607357025,0.04116082563996315
0.11371218413114548,reduxjs/redux,Bug_report.md,0.15888258814811707,0.17720571160316467,0.09289124608039856,0.19497936964035034,0.044082850217819214,0.041875358670949936,0.060765255242586136,0.059747301042079926,0.055858127772808075
0.03858232870697975,reduxjs/redux,Feature_request.md,0.47254160046577454,0.0663406178355217,0.1849260777235031,0.055478837341070175,0.023779818788170815,0.027592502534389496,0.029344266280531883,0.025884535163640976,0.07552935928106308
0.11322430521249771,reduxjs/redux,documentation-edit.md,0.1427270472049713,0.27935895323753357,0.17538660764694214,0.07193557918071747,0.050871044397354126,0.032917387783527374,0.055830541998147964,0.048786964267492294,0.028961587697267532
0.1592031717300415,reduxjs/redux,documentation-new.md,0.15239951014518738,0.08084264397621155,0.14083856344223022,0.11600565165281296,0.07029730826616287,0.05058632791042328,0.1076233759522438,0.06349647045135498,0.05870700255036354
0.04924480989575386,atom/atom,bug_report.md,0.38223758339881897,0.11620401591062546,0.07773929834365845,0.15128688514232635,0.027104921638965607,0.038801971822977066,0.030317522585392,0.09097147732973099,0.03609154373407364
0.06528753787279129,atom/atom,feature_request.md,0.1888171136379242,0.14091402292251587,0.13584324717521667,0.09620124101638794,0.0675826296210289,0.08149686455726624,0.06317951530218124,0.07548445463180542,0.08519343286752701
0.03952385485172272,socketio/socket.io,bug_report.md,0.21853892505168915,0.3398127853870392,0.04985514655709267,0.06591437011957169,0.04537876322865486,0.04959452897310257,0.050442229956388474,0.11417090147733688,0.026768526062369347
0.044222425669431686,socketio/socket.io,feature_request.md,0.2547121047973633,0.23371589183807373,0.14536695182323456,0.1169951856136322,0.03351205587387085,0.04956619068980217,0.03894363343715668,0.038296282291412354,0.044669222086668015
0.02249537780880928,shadowsocks/shadowsocks-windows,bug_report_en.md,0.2784610092639923,0.2436467409133911,0.04052062705159187,0.06073220819234848,0.017892830073833466,0.013148355297744274,0.020569035783410072,0.2856316566467285,0.01690223254263401
0.03618348389863968,shadowsocks/shadowsocks-windows,bug_report_zh.md,0.3126988410949707,0.26131120324134827,0.06355994939804077,0.12810948491096497,0.04338162764906883,0.03220086544752121,0.05003603175282478,0.04570617526769638,0.026812372729182243
0.04649737849831581,shadowsocks/shadowsocks-windows,feature_request.md,0.24158526957035065,0.24781256914138794,0.12423460930585861,0.12713070213794708,0.03591332957148552,0.04848775267601013,0.04147310554981232,0.03894989565014839,0.047915391623973846
0.06136443838477135,grafana/grafana,2-accessibility.md,0.1934395730495453,0.1532709002494812,0.10051175951957703,0.18546202778816223,0.0628294125199318,0.0993092954158783,0.07681843638420105,0.035378213971853256,0.03161591663956642
0.0696873813867569,grafana/grafana,3-grafana_ui_component.md,0.31873786449432373,0.0792965367436409,0.11835033446550369,0.094654381275177,0.05363822728395462,0.07586465030908585,0.09377167373895645,0.040377601981163025,0.055621370673179626
0.040431179106235504,grafana/grafana,5-chore.md,0.2455715388059616,0.28070342540740967,0.20748868584632874,0.09302427619695663,0.03257456421852112,0.025359246879816055,0.030403153970837593,0.030939090996980667,0.013504831120371819
0.033959366381168365,chrislgarry/Apollo-11,Proof_Comanche.md,0.3355836570262909,0.06379910558462143,0.16025225818157196,0.06844615936279297,0.05502945929765701,0.038580555468797684,0.18139879405498505,0.029715601354837418,0.03323500230908394
0.03539321571588516,chrislgarry/Apollo-11,Proof_Luminary.md,0.3320552110671997,0.06591492891311646,0.18502017855644226,0.07095684856176376,0.05404417961835861,0.038384176790714264,0.14562903344631195,0.03417927399277687,0.038422904908657074
0.06484625488519669,strapi/strapi,BUG_REPORT.md,0.17143896222114563,0.17145492136478424,0.07623810321092606,0.07532637566328049,0.06324566900730133,0.13878026604652405,0.0739167109131813,0.06387010961771011,0.10088259726762772
0.05886996164917946,python/cpython,bug.md,0.1517052948474884,0.28164583444595337,0.1280011236667633,0.06757055968046188,0.06598316878080368,0.09241136908531189,0.0576101616024971,0.04781422019004822,0.04838830977678299
0.0951150506734848,python/cpython,crash.md,0.14787228405475616,0.11981717497110367,0.09217802435159683,0.08031308650970459,0.1058846041560173,0.1756819188594818,0.07584204524755478,0.07086566090583801,0.036430053412914276
0.06568757444620132,python/cpython,documentation.md,0.08517548441886902,0.39628931879997253,0.05168105289340019,0.07259364426136017,0.09975188225507736,0.042839061468839645,0.07351328432559967,0.09009473025798798,0.02237391099333763
0.060337793081998825,python/cpython,feature.md,0.22068706154823303,0.07950648665428162,0.17503999173641205,0.1449231058359146,0.052311431616544724,0.0903790146112442,0.04624590650200844,0.05193180963397026,0.07863741368055344
0.07175130397081375,apache/superset,bug_report.md,0.16088277101516724,0.24510221183300018,0.0698089525103569,0.07448741793632507,0.054937999695539474,0.07172676175832748,0.0630427896976471,0.13826905190944672,0.049990709871053696
0.005623155739158392,apache/superset,cosmetic.md,0.06564759463071823,0.5817847847938538,0.09613073617219925,0.008638385683298111,0.010526154190301895,0.010118107311427593,0.20897811651229858,0.008933876641094685,0.0036191283725202084
0.03493766859173775,3b1b/manim,bug_report.md,0.23135992884635925,0.43582651019096375,0.043857596814632416,0.0538070984184742,0.04669099673628807,0.02404659427702427,0.04643261060118675,0.05045071616768837,0.03259022533893585
0.029139984399080276,3b1b/manim,error-when-using.md,0.4231801927089691,0.13879893720149994,0.04642671346664429,0.1516842395067215,0.02825620397925377,0.024283064529299736,0.028201056644320488,0.11438411474227905,0.015645602717995644
0.04774599149823189,syncthing/syncthing,01-feature.md,0.21654152870178223,0.21362394094467163,0.13395097851753235,0.09554345160722733,0.07764918357133865,0.05052868276834488,0.0605582669377327,0.06632795184850693,0.0375300869345665
0.05354880914092064,syncthing/syncthing,02-bug.md,0.2983893156051636,0.11450045555830002,0.06293055415153503,0.06999517232179642,0.07639411091804504,0.043235309422016144,0.04798371344804764,0.2040170580148697,0.02900543063879013
0.0736326277256012,supabase/supabase,1.Bug_report.md,0.19553351402282715,0.13518916070461273,0.10031817108392715,0.08432551473379135,0.09085278958082199,0.07038933038711548,0.095833420753479,0.08506416529417038,0.06886131316423416
0.030651701614260674,supabase/supabase,2.Improve_docs.md,0.47859176993370056,0.27961885929107666,0.08350051939487457,0.023856481537222862,0.02057352475821972,0.01331992819905281,0.03317413851618767,0.019918613135814667,0.016794394701719284
0.018007265403866768,supabase/supabase,3.Create_a_chore.md,0.7595726251602173,0.03953991457819939,0.04227075353264809,0.03580251336097717,0.02157938852906227,0.02864270843565464,0.021024061366915703,0.023705029860138893,0.009855738840997219
0.08086011558771133,microsoft/ML-For-Beginners,bug_report.md,0.2122444063425064,0.22402608394622803,0.07811790704727173,0.06238746643066406,0.07086009532213211,0.0760117694735527,0.0894363522529602,0.0649818629026413,0.04107389599084854
0.044222425669431686,microsoft/ML-For-Beginners,feature_request.md,0.2547121047973633,0.23371589183807373,0.14536695182323456,0.1169951856136322,0.03351205587387085,0.04956619068980217,0.03894363343715668,0.038296282291412354,0.044669222086668015
0.049571335315704346,microsoft/ML-For-Beginners,translations-checklist.md,0.29256123304367065,0.0701640248298645,0.059547197073698044,0.12197107076644897,0.035037122666835785,0.05096440389752388,0.05935213342308998,0.03917262330651283,0.221658855676651
0.04036198556423187,jekyll/jekyll,documentation.md,0.15542234480381012,0.15126922726631165,0.38581329584121704,0.04992961511015892,0.02248270809650421,0.019403669983148575,0.10733170807361603,0.02300366386771202,0.044981781393289566
0.08014877885580063,jekyll/jekyll,feature_request.md,0.12205161899328232,0.11766462028026581,0.11281023919582367,0.1814349740743637,0.08497907221317291,0.06288935989141464,0.07918918877840042,0.07091086357831955,0.08792129904031754
0.07397262006998062,prettier/prettier,formatting.md,0.14553001523017883,0.14381615817546844,0.11145270615816116,0.09275472164154053,0.07235422730445862,0.1417287290096283,0.09354737401008606,0.060789573937654495,0.06405386328697205
0.05175691843032837,prettier/prettier,integration.md,0.24955888092517853,0.12666559219360352,0.12548154592514038,0.14506925642490387,0.05086098983883858,0.065243199467659,0.07307903468608856,0.04511502385139465,0.06716952472925186
0.026989072561264038,DefinitelyTyped/DefinitelyTyped,infrastructure_issue.md,0.32228878140449524,0.27073293924331665,0.07576185464859009,0.053211867809295654,0.06723049283027649,0.022706646472215652,0.06318105757236481,0.05956975370645523,0.03832746297121048
0.04867780953645706,ryanoasis/nerd-fonts,bug_report.md,0.39555540680885315,0.14285528659820557,0.1205839216709137,0.095469169318676,0.02934866212308407,0.07447823137044907,0.037495214492082596,0.02665519155561924,0.028881071135401726
0.07298845052719116,ryanoasis/nerd-fonts,feature_request.md,0.21380551159381866,0.213360995054245,0.11293651163578033,0.10298610478639603,0.04995008185505867,0.06816224008798599,0.05443961173295975,0.05569770932197571,0.05567276477813721
0.03796312212944031,meteor/meteor,ISSUE_TEMPLATE.md,0.48873114585876465,0.1399598866701126,0.0329187735915184,0.04743059352040291,0.023978620767593384,0.08436951786279678,0.07963784784078598,0.034651823341846466,0.030358662828803062
0.0635913535952568,Textualize/rich,bug_report.md,0.17638592422008514,0.19783635437488556,0.10718704015016556,0.0764465257525444,0.05993762984871864,0.05363187566399574,0.06072377413511276,0.05268271639943123,0.15157680213451385
0.03152792528271675,Textualize/rich,feature_request.md,0.3666432201862335,0.08312329649925232,0.3233252465724945,0.060223598033189774,0.028873898088932037,0.025067102164030075,0.03510785102844238,0.02333127334713936,0.022776605561375618
0.08028849959373474,v2ray/v2ray-core,bug_cn.md,0.11871189624071121,0.11099617183208466,0.10009030252695084,0.12485865503549576,0.10961593687534332,0.07636602967977524,0.07927019894123077,0.10222283005714417,0.09757952392101288
0.08688332140445709,v2ray/v2ray-core,bug_en.md,0.18219733238220215,0.07979629188776016,0.11817828565835953,0.092069610953331,0.0583932064473629,0.12767420709133148,0.05814026668667793,0.1299687922000885,0.06669869273900986
0.02768649347126484,v2ray/v2ray-core,other_en.md,0.3165103793144226,0.34266331791877747,0.07982436567544937,0.05174493417143822,0.03649521619081497,0.017842555418610573,0.054837893694639206,0.02773582562804222,0.04465899243950844
0.020659497007727623,parcel-bundler/parcel,Bug_Report.md,0.3104918599128723,0.1322363317012787,0.2762455642223358,0.05537330359220505,0.034229643642902374,0.0567510724067688,0.035359520465135574,0.0371125303208828,0.04154066741466522
0.02102271467447281,parcel-bundler/parcel,Feature_Request.md,0.3323392868041992,0.10529530048370361,0.3448823094367981,0.07226245850324631,0.02056226320564747,0.021987291052937508,0.02538161911070347,0.01938498578965664,0.03688174858689308
0.023312469944357872,parcel-bundler/parcel,RFC.md,0.4233238399028778,0.19401806592941284,0.09966063499450684,0.06401276588439941,0.04571734741330147,0.031257517635822296,0.04465414211153984,0.025578120723366737,0.04846510663628578
0.030912157148122787,pi-hole/pi-hole,bug_report.md,0.19460129737854004,0.07415754348039627,0.034623321145772934,0.07232746481895447,0.0239497572183609,0.029225092381238937,0.03125719353556633,0.486245334148407,0.022700849920511246
0.030437208712100983,gogs/gogs,dev_release_minor_version.md,0.17935851216316223,0.10238837450742722,0.09086528420448303,0.11599509418010712,0.12229409068822861,0.09994317591190338,0.08792102336883545,0.08409615606069565,0.08670111745595932
0.04746539145708084,gogs/gogs,dev_release_patch_version.md,0.14677771925926208,0.09848709404468536,0.14804401993751526,0.08930841833353043,0.1238623708486557,0.10478739440441132,0.07747682929039001,0.06892908364534378,0.09486164152622223
0.036998797208070755,yarnpkg/yarn,bug_report.md,0.3735484480857849,0.08878708630800247,0.1203736737370491,0.11988187581300735,0.05727991461753845,0.032540470361709595,0.07084258645772934,0.04701167345046997,0.05273545905947685
0.07374164462089539,vercel/hyper,bug_report.md,0.21474480628967285,0.09801792353391647,0.10880796611309052,0.1075950413942337,0.03855239227414131,0.14193962514400482,0.07806533575057983,0.04231366887688637,0.09622159600257874
0.044222425669431686,vercel/hyper,feature_request.md,0.2547121047973633,0.23371589183807373,0.14536695182323456,0.1169951856136322,0.03351205587387085,0.04956619068980217,0.03894363343715668,0.038296282291412354,0.044669222086668015
0.022115450352430344,typescript-cheatsheets/react,advanced-cheatsheet.md,0.4096251428127289,0.32508760690689087,0.07990717887878418,0.03494643419981003,0.01871459186077118,0.018793975934386253,0.046336814761161804,0.02357044257223606,0.020902423188090324
0.017401056364178658,typescript-cheatsheets/react,basic-cheatsheet.md,0.5751124620437622,0.19163966178894043,0.04179114103317261,0.059847719967365265,0.02232491225004196,0.01993090659379959,0.03006986901164055,0.027073988690972328,0.014808351173996925
0.022266119718551636,typescript-cheatsheets/react,general-react-ts-question.md,0.1744118630886078,0.12216530740261078,0.1326557695865631,0.3180302083492279,0.04478402063250542,0.02953060157597065,0.057779449969530106,0.0753546729683876,0.023022057488560677
0.023443251848220825,typescript-cheatsheets/react,hoc-cheatsheet.md,0.37314093112945557,0.3543086349964142,0.055324506014585495,0.047170158475637436,0.031087178736925125,0.02248440682888031,0.04532388597726822,0.02745085023343563,0.020266152918338776
0.02241283468902111,typescript-cheatsheets/react,migrating-cheatsheet.md,0.4490768611431122,0.32020220160484314,0.0572819858789444,0.03026142157614231,0.01657204143702984,0.02095085382461548,0.04370493441820145,0.020315095782279968,0.01922178640961647
0.054959483444690704,marktext/marktext,bug_report.md,0.25384220480918884,0.34360209107398987,0.05541978403925896,0.0627438873052597,0.031950291246175766,0.08485791087150574,0.03485620394349098,0.04898480325937271,0.028783399611711502
0.023722684010863304,marktext/marktext,feature_request.md,0.5445969700813293,0.20171435177326202,0.07089688628911972,0.03965028375387192,0.023193666711449623,0.023300131782889366,0.02466336451470852,0.029729081317782402,0.01853259839117527
