Related issues,repo_name,issue_file,Additional context,Steps to reproduce,Expected/Actual behavior,Type,Screenshot,Log,Summary,Severity,Environment,Documentation and Testing,repo_name.1,issue_file.1,Supporting Information,Issue/Problem Description,Proposed Solutions and Suggestions,References,Impact Assessment,Submission Guidelines and Formatting,Collaboration and Review,Debugging Information,Greeting and Introduction
0.1590975672006607,microsoft/vscode,feature_request.md,0.3336526751518249,0.1162626668810844,0.1183762401342392,0.0544625595211982,0.0256252028048038,0.0469551645219326,0.0840984061360359,0.03727413341403,0.0241953786462545,0.0461745150387287,microsoft/vscode,feature_request.md,0.2708964943885803,0.1524109542369842,0.1799056082963943,0.0969214588403701,0.0432316921651363,0.0837765783071518,0.0429670736193656,0.0345072597265243,0.0492084324359893
0.1956267058849334,ossu/computer-science,request-for-comment-template.md,0.3369835317134857,0.0765257477760315,0.072603091597557,0.1171027943491935,0.0295258611440658,0.0494278632104396,0.0578743144869804,0.0387541465461254,0.0255759749561548,0.0429395474493503,ossu/computer-science,request-for-comment-template.md,0.1583006232976913,0.3775077164173126,0.1551637202501297,0.0554012916982173,0.05335259065032,0.031693372875452,0.0393917746841907,0.0370954722166061,0.0491539426147937
0.1380344182252884,ytdl-org/youtube-dl,1_broken_site.md,0.2842100858688354,0.1537806987762451,0.051470797508955,0.0621087066829204,0.0422132723033428,0.0821101367473602,0.0703988298773765,0.0543389208614826,0.061334166675806,0.0523668378591537,ytdl-org/youtube-dl,1_broken_site.md,0.2614109218120575,0.184780478477478,0.1519427746534347,0.0478516370058059,0.0439149737358093,0.0587691813707351,0.0321543961763381,0.1349276751279831,0.031881108880043
0.1233176738023758,ytdl-org/youtube-dl,2_site_support_request.md,0.21876060962677,0.1337559223175048,0.0788005590438842,0.1026841700077056,0.0653482005000114,0.0656712651252746,0.092736542224884,0.0580361858010292,0.0608888752758502,0.0650281608104705,ytdl-org/youtube-dl,2_site_support_request.md,0.2404708266258239,0.2176786065101623,0.0734463259577751,0.0745603516697883,0.0587785765528678,0.0789249092340469,0.061197318136692,0.0776125788688659,0.0523023419082164
0.1208492964506149,ytdl-org/youtube-dl,3_site_feature_request.md,0.231981411576271,0.1753306090831756,0.0948075950145721,0.0853379517793655,0.0536302030086517,0.0929205790162086,0.0623004101216793,0.0422332845628261,0.0406087338924407,0.0502876825630664,ytdl-org/youtube-dl,3_site_feature_request.md,0.4055472910404205,0.1018481105566024,0.1643657833337783,0.0512154214084148,0.0466126091778278,0.0606750436127185,0.0466169454157352,0.0309480931609869,0.0418830104172229
0.2302906811237335,ytdl-org/youtube-dl,4_bug_report.md,0.151274174451828,0.1373128145933151,0.0550828427076339,0.0662714689970016,0.0516763404011726,0.0821847096085548,0.116977758705616,0.0504959113895893,0.0584333799779415,0.0479969158768653,ytdl-org/youtube-dl,4_bug_report.md,0.2440162897109985,0.1848513036966323,0.1054237559437751,0.0612969249486923,0.0361636765301227,0.0528594888746738,0.0252837166190147,0.2125919759273529,0.0295159686356782
0.1296462714672088,ytdl-org/youtube-dl,5_feature_request.md,0.247952252626419,0.1420659720897674,0.0576440952718257,0.0960996896028518,0.0570058897137641,0.0954727753996849,0.0710605308413505,0.0516108721494674,0.0514416992664337,0.054579310119152,ytdl-org/youtube-dl,5_feature_request.md,0.3218875825405121,0.1253409683704376,0.1344241648912429,0.0597730055451393,0.0642484948039054,0.0667145550251007,0.0638310834765434,0.0540337562561035,0.0551671162247657
0.0881117582321167,ytdl-org/youtube-dl,6_question.md,0.2021789997816085,0.2090294063091278,0.0443159863352775,0.1111982688307762,0.0637736544013023,0.1151531636714935,0.0768306627869606,0.0417456552386283,0.0476624071598053,0.0991357117891311,ytdl-org/youtube-dl,6_question.md,0.1814288794994354,0.1634794175624847,0.0949349105358123,0.0844264850020408,0.067960225045681,0.0989330559968948,0.0855175331234932,0.0677408203482627,0.0564429424703121
0.1674418598413467,labuladong/fucking-algorithm,others.md,0.1463473588228225,0.0256615672260522,0.0967666357755661,0.0798564553260803,0.0907662212848663,0.0731261819601059,0.2038253545761108,0.0717636868357658,0.0444447100162506,0.0380358062684536,labuladong/fucking-algorithm,others.md,0.2680483758449554,0.1904072910547256,0.1062287390232086,0.0626304149627685,0.0723215192556381,0.0518171712756156,0.0712126195430755,0.0719927698373794,0.0673053637146949
0.2158311009407043,labuladong/fucking-algorithm,translate.md,0.1363986730575561,0.0734495148062706,0.0890420824289321,0.0842166319489479,0.0550577715039253,0.0967527404427528,0.0890482887625694,0.1024306565523147,0.0577724911272525,0.0701942816376686,labuladong/fucking-algorithm,translate.md,0.1300968825817108,0.0852425098419189,0.0981310456991195,0.1909087151288986,0.0923173427581787,0.0698196068406105,0.089108221232891,0.074375182390213,0.0998062342405319
0.1216690465807914,golang/go,00-bug.md,0.1404172331094741,0.103084996342659,0.2768538296222687,0.0337885022163391,0.0210773851722478,0.0205994974821805,0.2447709292173385,0.0138408113270998,0.0238977447152137,0.0724716261029243,golang/go,00-bug.md,0.2472835183143615,0.1820553690195083,0.1713661104440689,0.0630453675985336,0.0540392026305198,0.0625575333833694,0.056734949350357,0.0545795001089572,0.0358668006956577
0.0313253439962863,golang/go,01-pkgsite.md,0.1214457154273986,0.1689293682575225,0.2070269882678985,0.0274651236832141,0.35853111743927,0.0253610927611589,0.0273484233766794,0.0193601846694946,0.013206566683948,0.0824995040893554,golang/go,01-pkgsite.md,0.2084349691867828,0.1861115992069244,0.1233337968587875,0.0641868337988853,0.0714632794260978,0.0868423134088516,0.0603533908724784,0.0742370337247848,0.0425372868776321
0.2248437106609344,golang/go,02-pkgsite-removal.md,0.2656652331352234,0.0790473446249961,0.0317827016115188,0.0890117138624191,0.0495342537760734,0.0960855409502983,0.0782629549503326,0.0499454140663147,0.0358212105929851,0.0551675297319889,golang/go,02-pkgsite-removal.md,0.2227997481822967,0.1272686570882797,0.1607641577720642,0.0941615030169487,0.0677840262651443,0.0746868848800659,0.0753414258360862,0.0552060343325138,0.0668200775980949
0.2121839821338653,golang/go,03-gopls.md,0.2046217918395996,0.2484858036041259,0.0817436650395393,0.0653137192130088,0.0325488336384296,0.0549830272793769,0.0339537113904953,0.0281152594834566,0.0380501560866832,0.1240711063146591,golang/go,03-gopls.md,0.185681477189064,0.1383682191371917,0.16970756649971,0.0692319646477699,0.0522769913077354,0.0566648356616497,0.0546153225004673,0.119492769241333,0.0298897512257099
0.1890925765037536,golang/go,04-vuln.md,0.1455071419477462,0.0957342907786369,0.1705211251974105,0.0540945492684841,0.033078908920288,0.0433967225253582,0.1923722326755523,0.0335868373513221,0.0426156036555767,0.0693587288260459,golang/go,04-vuln.md,0.1779813021421432,0.1696481555700302,0.1318807452917099,0.0856419801712036,0.0841897204518318,0.0745309516787529,0.0773452743887901,0.0720331296324729,0.0573900379240512
0.0462737157940864,golang/go,10-proposal.md,0.1774791926145553,0.1299062222242355,0.0604263879358768,0.2773305773735046,0.034822016954422,0.1290804147720337,0.0451284535229206,0.0519522577524185,0.0476007424294948,0.0435366965830326,golang/go,10-proposal.md,0.3085585832595825,0.0675747916102409,0.1746466308832168,0.0921440571546554,0.062627412378788,0.0619531795382499,0.0853384435176849,0.0571760274469852,0.0464441068470478
0.1194629818201065,golang/go,11-language-change.md,0.6038912534713745,0.0927042514085769,0.0341564118862152,0.0170184858143329,0.0190144814550876,0.0191722325980663,0.062865100800991,0.019225126132369,0.0124896122142672,0.0397613309323787,golang/go,11-language-change.md,0.2413063943386078,0.097367025911808,0.3291428983211517,0.092513732612133,0.0485390461981296,0.0378145612776279,0.0457360446453094,0.0339328497648239,0.0338861867785453
0.0223021283745765,practical-tutorials/project-based-learning,Bug_report.md,0.112882986664772,0.1732778549194336,0.1420492678880691,0.0249819569289684,0.0198898185044527,0.0239852461963892,0.4680858254432678,0.0047907889820635,0.0077541251666843,0.0117562599480152,practical-tutorials/project-based-learning,Bug_report.md,0.175157755613327,0.120281733572483,0.6035329699516296,0.0299735330045223,0.0091867176815867,0.0074672158807516,0.0111333485692739,0.0091267079114913,0.0223835874348878
0.2715425789356231,practical-tutorials/project-based-learning,Feature_request.md,0.2817831337451935,0.1093897074460983,0.0373118221759796,0.0684541538357734,0.0406086966395378,0.0466027073562145,0.1102899983525276,0.0157097876071929,0.0183073319494724,0.0145905287936329,practical-tutorials/project-based-learning,Feature_request.md,0.2822771072387695,0.0980901420116424,0.4474758505821228,0.0628841072320938,0.0116807715967297,0.0106191886588931,0.026716748252511,0.0143214585259556,0.0313439965248107
0.0842172428965568,facebook/create-react-app,bug_report.md,0.0902930349111557,0.2029354721307754,0.150274246931076,0.0667454302310943,0.0865268409252166,0.0770777389407157,0.0536240451037883,0.1117730662226677,0.0765329599380493,0.0833559781312942,facebook/create-react-app,bug_report.md,0.1104258522391319,0.0840703770518302,0.1111615151166915,0.0883329361677169,0.1404812633991241,0.0722672715783119,0.1065813899040222,0.107693888247013,0.0956295207142829
0.2580458223819732,facebook/create-react-app,proposal.md,0.487896054983139,0.0591897740960121,0.0289774667471647,0.0669461339712143,0.018108682706952,0.032993022352457,0.0306692328304052,0.0088062556460499,0.0083675580099225,0.0275575164705514,facebook/create-react-app,proposal.md,0.3341206312179565,0.2307350486516952,0.1579924821853637,0.11405049264431,0.0291968509554862,0.0197342280298471,0.0311826504766941,0.0236536785960197,0.0317764729261398
0.0716688260436058,facebook/create-react-app,question.md,0.3362548649311065,0.0689512342214584,0.0726990029215812,0.0990866720676422,0.0530259609222412,0.0766234770417213,0.1034276336431503,0.0528867095708847,0.0653755739331245,0.0622348450124263,facebook/create-react-app,question.md,0.3432095944881439,0.0591487362980842,0.0787178575992584,0.0567907840013504,0.0729909837245941,0.0557467751204967,0.0893683955073356,0.098090723156929,0.0837013348937034
0.0880072042346,huggingface/transformers,i18n.md,0.1122653409838676,0.1033055335283279,0.1116795688867569,0.1198235526680946,0.065059021115303,0.1015168502926826,0.0810470879077911,0.1544072777032852,0.062888503074646,0.0532062016427516,huggingface/transformers,i18n.md,0.175537422299385,0.1006492152810096,0.0762514621019363,0.0875118821859359,0.0655995532870292,0.121870644390583,0.1191558688879013,0.0846244841814041,0.1155932396650314
0.1695962995290756,microsoft/TypeScript,Bug_report.md,0.2128383219242096,0.0344500951468944,0.3243757784366607,0.0835435315966606,0.0275210700929164,0.0431838184595108,0.0410430394113063,0.0339150168001651,0.0295329894870519,0.0588840059936046,microsoft/TypeScript,Bug_report.md,0.3164475858211517,0.1160343736410141,0.1005577519536018,0.1157557144761085,0.0622584596276283,0.0563967823982238,0.0576725751161575,0.0637839213013649,0.0522088222205638
0.1532890051603317,microsoft/TypeScript,Feature_request.md,0.2752535045146942,0.0486322008073329,0.0384286157786846,0.0587498396635055,0.0151165258139371,0.1179166585206985,0.2630619704723358,0.0138809205964207,0.015670821070671,0.0345616117119789,microsoft/TypeScript,Feature_request.md,0.2404499053955078,0.1383592784404754,0.2577758729457855,0.0729848146438598,0.0541312210261821,0.0501560345292091,0.056737370789051,0.0448578409850597,0.0499861054122448
0.1913936883211136,microsoft/TypeScript,lib_change.md,0.1627210080623626,0.1251181960105896,0.093885064125061,0.0977542027831077,0.0659159123897552,0.0516525767743587,0.0831681042909622,0.0736227259039878,0.0547685548663139,0.1031714081764221,microsoft/TypeScript,lib_change.md,0.1607474386692047,0.1382746398448944,0.1076521351933479,0.1236576586961746,0.0741273313760757,0.0594559945166111,0.0930838584899902,0.0751575231552124,0.064672015607357
0.4030894339084625,microsoft/TypeScript,types-not-correct-in-with-callback.md,0.2193821370601654,0.025363203138113,0.0675465166568756,0.1437762528657913,0.015355291776359,0.0434834659099578,0.0297590792179107,0.0320419073104858,0.0202027689665555,0.0447766073048114,microsoft/TypeScript,types-not-correct-in-with-callback.md,0.2840999662876129,0.1740002632141113,0.070167526602745,0.1484014093875885,0.0485753752291202,0.0327990874648094,0.0334270074963569,0.1408895552158355,0.0228631626814603
0.1023110151290893,microsoft/terminal,Documentation_Issue.md,0.4798616170883178,0.1034580245614051,0.0751563012599945,0.0677408576011657,0.0382682792842388,0.0208406914025545,0.0459351725876331,0.0433503948152065,0.0230776071548461,0.060867752879858,microsoft/terminal,Documentation_Issue.md,0.2814629971981048,0.2713301479816437,0.110579028725624,0.042912159115076,0.0598609000444412,0.0414306670427322,0.0626459941267967,0.0466866195201873,0.0222237836569547
0.0873246788978576,microsoft/terminal,Feature_Request.md,0.25839763879776,0.1453628540039062,0.0580760315060615,0.1128929033875465,0.0503629334270954,0.073053240776062,0.1090652048587799,0.0606057979166507,0.0448586829006671,0.0585598871111869,microsoft/terminal,Feature_Request.md,0.1467823684215545,0.2675919532775879,0.1198834925889968,0.0777814984321594,0.0607859417796134,0.0761760920286178,0.0681233629584312,0.0568072162568569,0.0675081759691238
0.1227191388607025,tensorflow/models,00-official-bug-report-issue.md,0.1671855449676513,0.2741307020187378,0.1088051721453666,0.0669669061899185,0.0395035073161125,0.0526296906173229,0.0661823004484176,0.0354373902082443,0.0664397329092025,0.0605775229632854,tensorflow/models,00-official-bug-report-issue.md,0.2187323868274688,0.1410003304481506,0.0761480703949928,0.1063505858182907,0.0531231202185153,0.1213897392153739,0.0552889481186866,0.1230471134185791,0.0443421676754951
0.1436011344194412,tensorflow/models,10-official-documentation-issue.md,0.2386994063854217,0.1966665238142013,0.0358345508575439,0.1133375391364097,0.0461143814027309,0.0559898130595684,0.1063376739621162,0.0325798913836479,0.030839079990983,0.0589847788214683,tensorflow/models,10-official-documentation-issue.md,0.2076171189546585,0.3219839930534363,0.0850268676877021,0.0963936895132064,0.0285896621644496,0.0820521339774131,0.0405803546309471,0.0347533039748668,0.0440180860459804
0.1749947816133499,tensorflow/models,20-official-feature-request-issue.md,0.2994467318058014,0.1797687262296676,0.0355907194316387,0.0992131233215332,0.0248291734606027,0.0513418987393379,0.0710173174738884,0.0282618124037981,0.0355357453227043,0.0575868524610996,tensorflow/models,20-official-feature-request-issue.md,0.2330829799175262,0.1602276712656021,0.1281262636184692,0.1327815353870391,0.0412492491304874,0.1016565635800361,0.0427913032472133,0.0417523719370365,0.0607451647520065
0.1231537982821464,tensorflow/models,30-research-bug-report-issue.md,0.1732872873544693,0.274983674287796,0.1103122606873512,0.0652710497379303,0.0382832400500774,0.0512507259845733,0.0638007819652557,0.0343566797673702,0.0653005763888359,0.0602467767894268,tensorflow/models,30-research-bug-report-issue.md,0.2212632894515991,0.1411893814802169,0.0757101103663444,0.1054391637444496,0.0530088990926742,0.1203753277659416,0.0557000748813152,0.1230226829648017,0.0440443865954875
0.1282660812139511,tensorflow/models,40-research-documentation-issue.md,0.2395561784505844,0.1950944662094116,0.0360965505242347,0.1246866285800933,0.0481289513409137,0.0583636164665222,0.1067232191562652,0.0330234542489051,0.0300608929246664,0.063036635518074,tensorflow/models,40-research-documentation-issue.md,0.1995557099580764,0.3237400352954864,0.084632895886898,0.0931702926754951,0.0290101245045661,0.0851820483803749,0.0400203354656696,0.0344648137688636,0.0471871681511402
0.1655398905277252,tensorflow/models,50-research-feature-request-issue.md,0.303707093000412,0.177252322435379,0.0348178409039974,0.1085243076086044,0.0258637107908725,0.0516897067427635,0.0698892846703529,0.0281924363225698,0.034523420035839,0.0603072866797447,tensorflow/models,50-research-feature-request-issue.md,0.2251709848642349,0.1625197976827621,0.126849815249443,0.1293394416570663,0.0415859706699848,0.1068647056818008,0.0443793050944805,0.0416951030492782,0.0612876750528812
0.4937747418880462,tensorflow/models,60-questions-help-issue.md,0.0980671122670173,0.0335883758962154,0.0274657644331455,0.0900082513689994,0.038294244557619,0.042246539145708,0.0985344797372818,0.0522116869688034,0.0258088279515504,0.0504143871366977,tensorflow/models,60-questions-help-issue.md,0.245990365743637,0.1193737015128135,0.1194546073675155,0.0865826308727264,0.0978829935193061,0.0525279715657234,0.0939615964889526,0.0708470493555069,0.0629647374153137
0.0787623152136802,microsoft/Web-Dev-For-Beginners,bug_report.md,0.0750086680054664,0.4605333805084228,0.1053615882992744,0.0427800193428993,0.1418565660715103,0.025737527757883,0.0287884753197431,0.0212591905146837,0.0199124608188867,0.0808601155877113,microsoft/Web-Dev-For-Beginners,bug_report.md,0.2122444063425064,0.224026083946228,0.0781179070472717,0.062387466430664,0.0708600953221321,0.0760117694735527,0.0894363522529602,0.0649818629026413,0.0410738959908485
0.5149273872375488,microsoft/Web-Dev-For-Beginners,feature_request.md,0.1454652696847915,0.0450769811868667,0.0258061606436967,0.1055644750595092,0.06195804849267,0.0217847153544425,0.0470670498907566,0.0179259199649095,0.0144239729270339,0.0442224256694316,microsoft/Web-Dev-For-Beginners,feature_request.md,0.2547121047973633,0.2337158918380737,0.1453669518232345,0.1169951856136322,0.0335120558738708,0.0495661906898021,0.0389436334371566,0.0382962822914123,0.044669222086668
0.2473950386047363,microsoft/Web-Dev-For-Beginners,translations_checklist.md,0.1729097515344619,0.0915902405977249,0.043005246669054,0.071086049079895,0.0451370850205421,0.0541910268366336,0.0689500868320465,0.1333598494529724,0.0723755657672882,0.0495911836624145,microsoft/Web-Dev-For-Beginners,translations_checklist.md,0.2629149258136749,0.0575481764972209,0.1344559788703918,0.2479628771543502,0.0429212227463722,0.0498912893235683,0.0460237376391887,0.0343215316534042,0.0743690133094787
0.1066430434584617,pytorch/pytorch,ci-sev.md,0.2628805935382843,0.0879410803318023,0.0915679410099983,0.0955720767378807,0.053445816040039,0.048394676297903,0.0667135640978813,0.1582667976617813,0.0285744983702898,0.0257329009473323,pytorch/pytorch,ci-sev.md,0.3732132613658905,0.2152178734540939,0.1149131655693054,0.0356089062988758,0.1275078952312469,0.0161420311778783,0.0379512980580329,0.0360364466905593,0.0176762137562036
0.1887025535106659,pytorch/pytorch,disable-ci-jobs.md,0.2741642594337463,0.082496553659439,0.063012458384037,0.1719975918531417,0.032038141041994,0.0520828999578952,0.0512085743248462,0.0495868735015392,0.0347100980579853,0.0433998107910156,pytorch/pytorch,disable-ci-jobs.md,0.4244913160800934,0.1728502959012985,0.1000457555055618,0.0600351579487323,0.0446220263838768,0.0394396930932998,0.0402683056890964,0.0490724444389343,0.0257753189653158
0.2123371809720993,webpack/webpack,Bug_report.md,0.2079062759876251,0.3527837097644806,0.1276444643735885,0.0198935754597187,0.0124140102416276,0.0163322165608406,0.0269954390823841,0.0131207089871168,0.0105724269524216,0.0381622910499572,webpack/webpack,Bug_report.md,0.3953381478786468,0.1615980714559555,0.1333936303853988,0.0931290760636329,0.0271035507321357,0.0382224060595035,0.038207072764635,0.0330052375793457,0.0418405383825302
0.1732265800237655,webpack/webpack,Feature_request.md,0.1917545199394226,0.1239510774612426,0.2345322966575622,0.0862496867775917,0.0274890772998332,0.035005122423172,0.0746185332536697,0.0276902057230472,0.0254828613251447,0.0438291653990745,webpack/webpack,Feature_request.md,0.2491337209939956,0.1241503730416297,0.2426905930042266,0.0983675643801689,0.045191828161478,0.044343464076519,0.0549151785671711,0.0410159938037395,0.0563622042536735
0.0757956653833389,webpack/webpack,Other.md,0.2334711849689483,0.1502792984247207,0.2146457582712173,0.0486928448081016,0.0285916272550821,0.0474086552858352,0.0554185882210731,0.0671911463141441,0.0785053446888923,0.0446548648178577,webpack/webpack,Other.md,0.2664817273616791,0.1032018661499023,0.1393438130617141,0.035601295530796,0.090377353131771,0.1126334592700004,0.1000354290008544,0.0536001473665237,0.054070096462965
0.0961428061127662,pallets/flask,bug-report.md,0.1088698282837867,0.1089761033654213,0.4279973804950714,0.032851442694664,0.0134621988981962,0.0208282005041837,0.0212206561118364,0.0114377560093998,0.1582135409116745,0.0786146000027656,pallets/flask,bug-report.md,0.165088266134262,0.1928513348102569,0.1637306958436966,0.1286184638738632,0.065019354224205,0.058435320854187,0.0489218831062316,0.0708831623196601,0.0278369188308715
0.0995574668049812,pallets/flask,feature-request.md,0.778578519821167,0.0350871235132217,0.0270863901823759,0.009850749745965,0.007382309064269,0.0078970706090331,0.01514876447618,0.0107425730675458,0.0086690746247768,0.015246975235641,pallets/flask,feature-request.md,0.7052668929100037,0.1452500522136688,0.0490282550454139,0.0242533385753631,0.0150835970416665,0.0109111340716481,0.0126445302739739,0.0130086736753582,0.0093064922839403
0.2820743024349212,apple/swift,bug_report.md,0.0995089039206504,0.1587147265672683,0.1459540873765945,0.0424817651510238,0.1112076491117477,0.027213666588068,0.0375862829387187,0.0196097586303949,0.0756489336490631,0.0785578787326812,apple/swift,bug_report.md,0.1670841574668884,0.2732353210449219,0.1257381439208984,0.1280319541692733,0.0621161982417106,0.041658341884613,0.0413795113563537,0.0500505566596984,0.0321479178965091
0.2273927330970764,apple/swift,feature_request.md,0.2667529582977295,0.1374569833278656,0.056232638657093,0.0767170414328575,0.0461799688637256,0.063057541847229,0.0446769520640373,0.0409740693867206,0.0405590645968914,0.0549438223242759,apple/swift,feature_request.md,0.1579155474901199,0.1783110648393631,0.1246893107891082,0.1337866187095642,0.0635545626282692,0.0773839354515075,0.1108956336975097,0.0494483448565006,0.0490712076425552
0.0816219225525856,jaywcjlove/awesome-mac,Bug_report.md,0.0960206389427185,0.448502242565155,0.0875941812992096,0.0524795204401016,0.1235637292265892,0.0268935989588499,0.030652180314064,0.0271228868514299,0.0255491584539413,0.0660461857914924,jaywcjlove/awesome-mac,Bug_report.md,0.1539272218942642,0.2720973491668701,0.08956278860569,0.0767940431833267,0.0788920521736145,0.0704630017280578,0.0873347148299217,0.0630314424633979,0.0418511591851711
0.3988628983497619,jaywcjlove/awesome-mac,Feature_request.md,0.1920046955347061,0.1150194257497787,0.0290074981749057,0.0602661669254303,0.0858812481164932,0.0282266829162836,0.0517366975545883,0.0193212125450372,0.0196735057979822,0.0632627084851265,jaywcjlove/awesome-mac,Feature_request.md,0.2197339087724685,0.2561432719230652,0.1224652454257011,0.1145234256982803,0.0450671724975109,0.0444457717239856,0.0547181330621242,0.042139645665884,0.0375006608664989
0.2577328979969024,jaywcjlove/awesome-mac,NEW_ADDITION_TO_LIST.md,0.2562531530857086,0.1551251411437988,0.0346552096307277,0.0588009506464004,0.074205033481121,0.0382570400834083,0.0757006034255027,0.0246878191828727,0.0245821289718151,0.0802872478961944,jaywcjlove/awesome-mac,NEW_ADDITION_TO_LIST.md,0.2736816704273224,0.1630702167749405,0.1315022855997085,0.0785319730639457,0.0481020361185073,0.0657044351100921,0.0616346225142478,0.046496707946062,0.050988845527172
0.0891549512743949,jaywcjlove/awesome-mac,REMOVE_ITEM_FROM_LIST.md,0.324509710073471,0.131268709897995,0.0499089062213897,0.0921914726495742,0.1094787493348121,0.0501680634915828,0.0916703194379806,0.0329325310885906,0.0287166479974985,0.0408466421067714,jaywcjlove/awesome-mac,REMOVE_ITEM_FROM_LIST.md,0.4294832646846771,0.1461381614208221,0.100028321146965,0.0575066991150379,0.046503584831953,0.0511758886277675,0.048125859349966,0.0392222516238689,0.0409693121910095
